1714116071.274		854908	62	17	854753	76	854801	799	1969	0	200
1714116072.266		856782	50	13	856655	64	856681	799	1969	0	200
1714116073.245		855232	55	14	855101	62	855129	799	1969	0	200
1714116074.209		860389	68	13	860231	77	860289	799	1969	0	200
1714116075.160		874291	66	13	874094	118	874176	799	1969	0	200
1714116076.099		883208	71	18	883005	114	883081	799	1969	0	200
1714116077.025		917270	71	16	917012	171	917157	799	1969	0	200
1714116077.941		939765	79	18	939532	136	939639	799	1969	0	200
1714116078.844		981437	93	20	981302	22	981302	799	1969	0	200
1714116079.737		1033557	78	16	1033330	133	1033432	799	1969	0	200
1714116080.619		1112263	90	14	1112028	131	1112141	799	1969	0	200
1714116081.491		1231719	100	17	1231474	128	1231586	799	1969	0	200
1714116082.354		1358231	54	11	1358025	141	1358127	799	1969	0	200
1714116083.207		1508645	68	13	1508433	131	1508541	799	1969	0	200
1714116084.050		1687478	76	13	1687224	165	1687360	799	1969	0	200
1714116084.884		2939263	69	12	2938833	349	2939167	799	1969	0	200
1714116085.710		2113703	107	22	2113272	302	2113560	799	1969	0	200
1714116086.528		3465651	80	19	3465108	444	3465519	799	1969	0	200
1714116087.338		2656524	53	11	2655996	464	2656437	799	1969	0	200
1714116088.141		5246956	59	13	5246315	569	5246853	799	1969	0	200
1714116088.934		4453750	79	17	4453133	521	4453639	799	1969	0	200
1714116089.721		3666959	76	14	3666378	491	3666851	799	1969	0	200
1714116090.501		7751226	66	12	7750302	846	7751117	799	1969	0	200
1714116091.275		6977812	109	34	6976894	775	6977654	799	1969	0	200
1714116092.039		6213817	62	12	6213027	716	6213725	799	1969	0	200
1714116092.799		5453752	82	18	5453004	648	5453632	799	1969	0	200
1714116093.551		11000817	69	11	11000737	0	11000000	799	0	110	0
1714116094.298		11000257	61	13	11000183	0	11000000	799	0	110	0
1714116095.039		11000494	76	13	11000405	0	11000000	799	0	110	0
1714116095.772		11000660	89	20	11000551	0	11000000	799	0	110	0
1714116096.501		11000452	62	12	11000378	0	11000000	799	0	110	0
1714116097.223		10640329	59	12	10639211	1047	10640226	799	1969	0	200
1714116097.940		9922836	55	15	9921774	992	9922747	799	1969	0	200
1714116098.652		11000445	52	12	11000381	0	11000000	799	0	110	0
1714116099.358		11000443	94	15	11000334	0	11000000	799	0	110	0
1714116100.059		11025599	24629	13	11000957	0	11000000	799	0	110	0
1714116100.755		11000283	68	15	11000200	0	11000000	799	0	110	0
1714116101.447		11000650	53	13	11000584	0	11000000	799	0	110	0
1714116102.133		11000583	79	16	11000488	0	11000000	799	0	110	0
1714116102.813		11000317	79	13	11000225	0	11000000	799	0	110	0
1714116103.490		11000551	83	15	11000453	0	11000000	799	0	110	0
1714116104.161		11000696	55	12	11000629	0	11000000	799	0	110	0
1714116104.829		11002640	56	12	11002572	0	11000000	799	0	110	0
1714116105.492		11000235	58	11	11000166	0	11000000	799	0	110	0
1714116106.150		11000536	78	19	11000439	0	11000000	799	0	110	0
1714116106.805		11000309	49	11	11000249	0	11000000	799	0	110	0
1714116107.455		11000236	55	12	11000169	0	11000000	799	0	110	0
