1714120326.693		292	51	13	135	93	136	799	0	104	0
1714120331.693		912325	208	63	911973	81	912022	799	1969	0	200
1714120336.693		841478	192	68	841146	72	841190	799	1969	0	200
1714120341.693		864675	188	63	864336	88	864391	799	1969	0	200
1714120346.693		861617	56	14	861422	125	861507	799	1969	0	200
1714120351.693		866171	382	72	865648	69	865873	799	1969	0	200
1714120356.693		873939	212	64	873591	72	873640	799	1969	0	200
1714120361.693		870004	53	14	869872	65	869905	799	1969	0	200
1714120366.693		888865	201	50	888544	70	888594	799	1969	0	200
1714120371.694		880966	189	52	880649	76	880700	799	1969	0	200
1714120376.694		900951	65	12	900804	70	900843	799	1969	0	200
1714120381.693		908814	197	51	908495	71	908544	799	1969	0	200
1714120386.694		921566	351	80	921066	69	921270	799	1969	0	200
1714120391.693		970453	193	52	970135	73	970187	799	1969	0	200
1714120396.693		937506	200	52	937189	65	937231	799	1969	0	200
1714120401.694		952127	204	74	951778	71	951830	799	1969	0	200
1714120406.694		962640	50	11	962509	70	962553	799	1969	0	200
1714120411.693		985887	185	50	985581	71	985630	799	1969	0	200
1714120416.694		985682	186	50	985381	65	985421	799	1969	0	200
1714120421.693		1013164	400	82	1012609	73	1012873	799	1969	0	200
1714120426.693		1024543	194	50	1024230	69	1024277	799	1969	0	200
1714120431.694		1044263	200	52	1043896	115	1043988	799	1969	0	200
1714120436.693		1057557	55	12	1057417	73	1057460	799	1969	0	200
1714120441.693		1077744	189	52	1077384	119	1077491	799	1969	0	200
1714120446.693		1147947	195	65	1147618	69	1147665	799	1969	0	200
1714120451.694		1122877	192	49	1122563	73	1122614	799	1969	0	200
1714120456.694		1146664	352	75	1146166	71	1146384	799	1969	0	200
1714120461.693		1214234	188	52	1213921	73	1213975	799	1969	0	200
1714120466.693		1206399	58	13	1206256	72	1206301	799	1969	0	200
1714120471.693		1231210	183	47	1230910	70	1230960	799	1969	0	200
1714120476.693		1259886	186	51	1259576	73	1259635	799	1969	0	200
1714120481.694		1276692	194	42	1276383	73	1276433	799	1969	0	200
1714120486.693		1292917	54	10	1292786	67	1292822	799	1969	0	200
1714120491.693		1343806	385	81	1343274	66	1343515	799	1969	0	200
1714120496.693		1379723	199	52	1379393	79	1379452	799	1969	0	200
1714120501.694		1433012	188	49	1432702	73	1432749	799	1969	0	200
1714120506.694		1474137	227	66	1473768	76	1473825	799	1969	0	200
1714120511.694		1489769	235	65	1489406	63	1489455	799	1969	0	200
1714120516.693		1517548	194	53	1517232	69	1517280	799	1969	0	200
1714120521.694		1605816	352	63	1605331	70	1605537	799	1969	0	200
1714120526.694		1640559	57	11	1640419	72	1640459	799	1969	0	200
1714120531.694		1632693	188	51	1632382	72	1632432	799	1969	0	200
1714120536.693		1689844	188	50	1689535	71	1689585	799	1969	0	200
1714120541.693		1735189	158	39	1734924	68	1734965	799	1969	0	200
1714120546.693		1796421	193	52	1796104	72	1796155	799	1969	0	200
1714120551.694		1830857	327	60	1830399	71	1830599	799	1969	0	200
1714120556.694		1883375	57	17	1883228	73	1883270	799	1969	0	200
1714120561.694		1960780	242	74	1960394	70	1960457	799	1969	0	200
1714120566.694		1989125	187	51	1988815	72	1988872	799	1969	0	200
1714120571.694		2030503	192	50	2030194	67	2030246	799	1969	0	200
1714120576.693		2081389	200	53	2081064	72	2081116	799	1969	0	200
1714120581.693		2164068	192	53	2163752	71	2163800	799	1969	0	200
1714120586.694		2202404	73	12	2202248	71	2202309	799	1969	0	200
1714120591.694		2288834	244	75	2288446	69	2288497	799	1969	0	200
1714120596.694		2327307	234	56	2326942	75	2326996	799	1969	0	200
1714120601.693		2384682	390	83	2384139	70	2384390	799	1969	0	200
1714120606.694		2471475	210	75	2471117	73	2471169	799	1969	0	200
1714120611.693		2531396	127	46	2531149	74	2531197	799	1969	0	200
1714120616.693		2641791	195	50	2641478	68	2641523	799	1969	0	200
1714120621.694		2656907	195	52	2656591	69	2656643	799	1969	0	200
1714120626.693		2732782	188	70	2732453	71	2732501	799	1969	0	200
1714120631.693		2818210	204	53	2817882	71	2817929	799	1969	0	200
1714120636.694		2936234	101	16	2936004	113	2936134	799	1969	0	200
1714120641.694		3004821	189	50	3004511	71	3004565	799	1969	0	200
1714120646.694		3066985	57	26	3066839	63	3066871	799	1969	0	200
1714120651.693		3162857	197	53	3162525	82	3162583	799	1969	0	200
1714120656.694		3258293	167	45	3258012	69	3258062	799	1969	0	200
1714120661.693		3322142	107	32	3321930	73	3321973	799	1969	0	200
1714120666.693		3417801	93	20	3417615	73	3417656	799	1969	0	200
1714120671.693		3535398	171	29	3535122	76	3535247	799	1969	0	200
1714120676.694		3621819	68	14	3621672	65	3621705	799	1969	0	200
1714120681.694		3735576	72	13	3735422	69	3735474	799	1969	0	200
1714120686.693		3839164	65	14	3839009	76	3839052	799	1969	0	200
1714120691.693		3879303	201	52	3878981	69	3879033	799	1969	0	200
1714120696.693		3988008	95	25	3987817	71	3987871	799	1969	0	200
1714120701.694		4109599	74	18	4109432	75	4109476	799	1969	0	200
1714120706.693		4220217	111	15	4220023	68	4220123	799	1969	0	200
1714120711.693		4360955	200	53	4360629	73	4360682	799	1969	0	200
1714120716.694		4510639	198	53	4510318	70	4510364	799	1969	0	200
1714120721.694		4632164	197	52	4631845	70	4631894	799	1969	0	200
1714120726.694		4760247	192	50	4759935	70	4759989	799	1969	0	200
1714120731.694		4892949	195	50	4892633	71	4892680	799	1969	0	200
1714120736.694		4946304	47	10	4946180	67	4946213	799	1969	0	200
1714120741.694		5068339	118	18	5068081	122	5068236	799	1969	0	200
1714120746.693		5316059	75	15	5315839	130	5315935	799	1969	0	200
1714120751.693		6086676	66	13	6086469	128	6086567	799	1969	0	200
1714120756.693		6587905	79	34	6587661	131	6587760	799	1969	0	200
1714120761.694		7244216	58	15	7244030	113	7244120	799	1969	0	200
