1714113995.505	/mask/	1216	64	16	1047	89	1106	21	173	0	404
1714113996.498	localhost:8000	2401	189	62	2068	82	2118	22	173	0	404
1714113997.475	application/json	4527	212	66	3836	413	4114	30	173	0	404
1714113998.440	348	4630	250	87	3795	498	4133	32	173	0	404
1714113999.391	в	3296	207	67	2550	472	2816	36	118	0	400
1714114000.331	/mask/	4517	209	67	3846	395	4084	21	173	0	404
1714114001.256	localhost:8000	2846	234	65	2459	88	2523	22	173	0	404
1714114002.171	application/json	2097	82	18	1783	214	1943	30	173	0	404
1714114003.075	348	4434	167	42	3848	377	4080	32	173	0	404
1714114003.967	в	3422	186	60	2686	490	3017	36	118	0	400
1714114004.850	/mask/	2908	186	64	2573	85	2636	21	173	0	404
1714114005.723	localhost:8000	1175	51	11	1028	85	1078	22	173	0	404
1714114006.584	application/json	1218	58	12	1026	122	1121	30	173	0	404
1714114007.437	348	4591	193	51	3957	390	4202	32	173	0	404
1714114008.281	в	3354	179	50	2641	484	2982	36	118	0	400
1714114009.115	/mask/	2853	107	37	2491	218	2621	21	173	0	404
1714114009.941	localhost:8000	4723	184	49	4058	432	4352	22	173	0	404
1714114010.759	application/json	1767	76	20	1503	168	1604	30	173	0	404
1714114011.569	348	1320	56	12	1152	100	1216	32	173	0	404
1714114012.371	в	3353	191	51	2566	545	2919	36	118	0	400
1714114013.165	/mask/	2196	98	22	1947	129	2043	21	173	0	404
1714114013.953	localhost:8000	2910	200	74	2553	83	2615	22	173	0	404
1714114014.732	application/json	1354	52	11	1186	105	1264	30	173	0	404
1714114015.506	348	3604	187	59	3236	122	3340	32	173	0	404
1714114016.271	в	3207	200	49	2664	294	2885	36	118	0	400
1714114017.030	/mask/	4638	209	53	4000	376	4221	21	173	0	404
1714114017.782	localhost:8000	2963	196	50	2665	52	2698	22	173	0	404
1714114018.529	application/json	4735	194	49	4040	452	4345	30	173	0	404
1714114019.269	348	2824	107	24	2494	199	2608	32	173	0	404
1714114020.004	в	2383	243	58	1970	112	2068	36	118	0	400
1714114020.731	/mask/	1287	51	11	1117	108	1194	21	173	0	404
1714114021.454	localhost:8000	4568	191	50	3912	415	4180	22	173	0	404
